DengueYear,DengueWeekNumber,DengueCaseCount,LagYear,LagWeekNumber,LagWeekStartDate,TemperatureMean,TemperatureMax,HumidityMean,HumidityMax,PrecipitationMean,PrecipitationMax,MostCommonWeatherCodeId,MostCommonWeatherDescription,OccurrenceCount,DominantWeatherCategory,IsWetWeek
2021,23,14,2021,21,05-24-2021,27.51,27.90,84.14,88.00,2.51,5.60,61,"Rain, not freezing, continuous",3,Rain,TRUE
2021,24,9,2021,22,05-31-2021,27.34,27.70,86.71,90.00,4.47,11.20,61,"Rain, not freezing, continuous",3,Rain,TRUE
2021,25,9,2021,23,06-07-2021,26.97,27.40,86.43,89.00,3.19,13.20,51,"Rain, not freezing, continuous",3,Rain,TRUE
2021,26,16,2021,24,06-14-2021,26.83,27.10,87.14,90.00,3.89,7.10,55,"Rain, not freezing, continuous",2,Rain,TRUE
2021,27,15,2021,25,06-21-2021,26.83,27.30,86.43,89.00,4.26,10.50,63,"Rain, not freezing, continuous",4,Rain,TRUE
2021,28,16,2021,26,06-28-2021,26.53,26.80,88.29,89.00,7.07,12.50,61,"Rain, not freezing, continuous",5,Rain,TRUE
2021,29,18,2021,27,07-05-2021,26.79,27.20,86.86,91.00,6.63,14.80,63,"Rain, not freezing, continuous",3,Rain,TRUE
2021,30,14,2021,28,07-12-2021,26.84,27.40,86.86,89.00,5.44,10.30,51,"Rain, not freezing, continuous",2,Rain,TRUE
2021,31,13,2021,29,07-19-2021,27.70,28.10,84.86,88.00,1.37,3.30,3,"Drizzle, not freezing, continuous",2,Drizzle,TRUE
2021,32,15,2021,30,07-26-2021,27.76,28.00,85.29,86.00,0.80,2.60,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
2021,33,14,2021,31,08-02-2021,27.66,28.10,84.57,87.00,3.09,8.60,53,"Rain, not freezing, continuous",3,Rain,TRUE
2021,34,14,2021,32,08-09-2021,27.00,27.60,87.14,89.00,3.69,9.50,53,"Rain, not freezing, continuous",5,Rain,TRUE
2021,35,25,2021,33,08-16-2021,26.73,27.50,87.14,89.00,6.21,10.50,61,"Rain, not freezing, continuous",3,Rain,TRUE
2021,36,11,2021,34,08-23-2021,26.29,26.70,88.43,90.00,9.76,20.40,63,"Rain, not freezing, continuous",4,Rain,TRUE
2021,37,10,2021,35,08-30-2021,26.93,27.40,86.71,90.00,5.06,23.20,51,"Rain, not freezing, continuous",3,Rain,TRUE
2021,38,10,2021,36,09-06-2021,26.67,27.30,87.00,90.00,7.11,17.20,61,"Rain, not freezing, continuous",4,Rain,TRUE
2021,39,5,2021,37,09-13-2021,26.86,27.30,85.14,87.00,5.16,12.50,61,"Rain, not freezing, continuous",4,Rain,TRUE
2021,40,8,2021,38,09-20-2021,26.47,27.00,88.14,90.00,5.37,16.10,63,"Rain, not freezing, continuous",3,Rain,TRUE
2021,41,5,2021,39,09-27-2021,27.40,27.60,84.86,87.00,3.33,11.40,3,"Rain, not freezing, continuous",2,Rain,TRUE
2021,42,5,2021,40,10-04-2021,27.23,27.60,86.43,88.00,3.96,16.80,3,"Rain, not freezing, continuous",2,Rain,TRUE
2021,43,6,2021,41,10-11-2021,27.60,27.90,85.14,89.00,4.40,11.40,51,"Rain, not freezing, continuous",2,Rain,TRUE
2021,44,7,2021,42,10-18-2021,26.69,27.20,86.71,89.00,14.00,33.90,65,"Rain, not freezing, continuous",3,Rain,TRUE
2021,45,0,2021,43,10-25-2021,27.37,27.60,84.71,87.00,2.81,8.80,51,"Rain, not freezing, continuous",3,Rain,TRUE
2021,46,2,2021,44,11-01-2021,27.00,27.40,86.71,88.00,6.71,10.80,63,"Rain, not freezing, continuous",4,Rain,TRUE
2021,47,0,2021,45,11-08-2021,26.99,27.40,86.71,88.00,8.66,24.50,63,"Rain, not freezing, continuous",3,Rain,TRUE
2021,48,5,2021,46,11-15-2021,26.76,27.50,86.71,88.00,6.40,25.70,53,"Rain, not freezing, continuous",2,Rain,TRUE
2021,49,2,2021,47,11-22-2021,26.94,27.80,85.71,88.00,7.21,14.30,63,"Rain, not freezing, continuous",4,Rain,TRUE
2021,50,3,2021,48,11-29-2021,26.61,27.00,86.43,89.00,9.74,27.70,61,"Rain, not freezing, continuous",3,Rain,TRUE
2021,51,1,2021,49,12-06-2021,26.97,27.70,83.71,87.00,4.71,8.40,63,"Rain, not freezing, continuous",3,Rain,TRUE
2021,52,2,2021,50,12-13-2021,27.01,27.40,84.29,88.00,5.70,19.70,51,"Rain, not freezing, continuous",3,Rain,TRUE
2022,1,3,2021,51,12-20-2021,26.91,27.30,84.43,87.00,1.59,3.50,51,"Rain, not freezing, continuous",3,Rain,TRUE
2022,2,4,2021,52,12-27-2021,27.06,27.40,80.00,86.00,1.69,7.00,51,"Rain, not freezing, continuous",3,Rain,TRUE
2022,3,1,2022,1,01-03-2022,26.76,27.20,81.14,87.00,2.51,12.40,51,"Rain, not freezing, continuous",2,Rain,TRUE
2022,4,1,2022,2,01-10-2022,26.89,27.20,78.14,86.00,0.71,1.50,3,"Drizzle, not freezing, continuous",3,Drizzle,TRUE
2022,5,4,2022,3,01-17-2022,26.69,27.10,81.14,88.00,3.33,12.00,51,"Rain, not freezing, continuous",3,Rain,TRUE
2022,6,1,2022,4,01-24-2022,26.36,27.20,87.86,90.00,14.81,39.40,63,"Rain, not freezing, continuous",2,Rain,TRUE
2022,7,0,2022,5,01-31-2022,26.79,27.40,82.86,85.00,1.44,5.80,51,"Rain, not freezing, continuous",4,Rain,TRUE
2022,8,3,2022,6,02-07-2022,26.76,27.40,82.71,87.00,5.16,11.50,63,"Rain, not freezing, continuous",4,Rain,TRUE
2022,9,0,2022,7,02-14-2022,26.59,27.20,82.14,88.00,2.30,8.20,3,"Rain, not freezing, continuous",3,Rain,TRUE
2022,10,2,2022,8,02-21-2022,27.17,27.60,77.43,80.00,1.21,3.00,51,"Drizzle, not freezing, continuous",3,Drizzle,TRUE
2022,11,2,2022,9,02-28-2022,27.01,27.30,83.43,85.00,4.36,11.80,51,"Rain, not freezing, continuous",2,Rain,TRUE
2022,12,9,2022,10,03-07-2022,26.70,27.40,85.71,89.00,11.84,32.60,51,"Rain, not freezing, continuous",3,Rain,TRUE
2022,13,5,2022,11,03-14-2022,26.81,27.50,87.29,90.00,6.73,16.80,63,"Rain, not freezing, continuous",3,Rain,TRUE
2022,14,6,2022,12,03-21-2022,26.97,27.50,85.00,88.00,10.66,60.90,61,"Rain, not freezing, continuous",3,Rain,TRUE
2022,15,8,2022,13,03-28-2022,26.40,27.20,86.14,89.00,16.93,36.90,63,"Rain, not freezing, continuous",4,Rain,TRUE
2022,16,6,2022,14,04-04-2022,26.47,27.10,85.57,91.00,14.11,33.80,65,"Rain, not freezing, continuous",3,Rain,TRUE
2022,17,15,2022,15,04-11-2022,26.83,27.00,84.29,87.00,3.19,7.60,51,"Rain, not freezing, continuous",2,Rain,TRUE
2022,18,3,2022,16,04-18-2022,26.96,27.40,86.29,88.00,6.57,10.20,63,"Rain, not freezing, continuous",4,Rain,TRUE
2022,19,6,2022,17,04-25-2022,27.04,27.90,86.57,88.00,14.01,51.40,61,"Rain, not freezing, continuous",2,Rain,TRUE
2022,20,7,2022,18,05-02-2022,27.21,27.70,86.14,88.00,7.91,17.70,63,"Rain, not freezing, continuous",3,Rain,TRUE
2022,21,5,2022,19,05-09-2022,26.90,27.20,87.29,88.00,7.59,11.90,61,"Rain, not freezing, continuous",3,Rain,TRUE
2022,22,4,2022,20,05-16-2022,26.69,27.50,87.86,90.00,7.20,26.60,63,"Rain, not freezing, continuous",3,Rain,TRUE
2022,23,5,2022,21,05-23-2022,26.84,27.60,87.00,89.00,6.79,21.30,63,"Rain, not freezing, continuous",3,Rain,TRUE
2022,24,4,2022,22,05-30-2022,27.17,28.30,83.14,89.00,4.60,11.80,63,"Rain, not freezing, continuous",3,Rain,TRUE
2022,25,8,2022,23,06-06-2022,26.96,27.30,84.86,89.00,2.96,9.40,51,"Rain, not freezing, continuous",3,Rain,TRUE
2022,26,9,2022,24,06-13-2022,27.19,28.00,84.57,87.00,3.09,4.80,63,"Rain, not freezing, continuous",3,Rain,TRUE
2022,27,4,2022,25,06-20-2022,26.79,27.60,85.71,88.00,6.34,14.90,63,"Rain, not freezing, continuous",3,Rain,TRUE
2022,28,2,2022,26,06-27-2022,26.94,27.70,86.86,89.00,5.59,10.40,63,"Rain, not freezing, continuous",3,Rain,TRUE
2022,29,3,2022,27,07-04-2022,26.66,27.50,86.43,89.00,6.87,18.50,51,"Rain, not freezing, continuous",2,Rain,TRUE
2022,30,4,2022,28,07-11-2022,26.96,27.40,85.57,88.00,6.23,11.50,61,"Rain, not freezing, continuous",5,Rain,TRUE
2022,31,3,2022,29,07-18-2022,26.74,27.20,85.00,89.00,6.86,19.20,61,"Rain, not freezing, continuous",3,Rain,TRUE
2022,32,3,2022,30,07-25-2022,26.97,27.20,84.71,86.00,5.67,11.50,65,"Rain, not freezing, continuous",2,Rain,TRUE
2022,33,2,2022,31,08-01-2022,26.24,27.00,87.86,92.00,6.70,17.60,53,"Rain, not freezing, continuous",2,Rain,TRUE
2022,34,0,2022,32,08-08-2022,27.00,27.40,84.86,87.00,4.47,11.10,63,"Rain, not freezing, continuous",3,Rain,TRUE
2022,35,4,2022,33,08-15-2022,26.93,27.80,83.29,88.00,2.39,9.00,51,"Rain, not freezing, continuous",4,Rain,TRUE
2022,36,2,2022,34,08-22-2022,26.94,27.80,84.14,87.00,5.11,13.80,51,"Rain, not freezing, continuous",2,Rain,TRUE
2022,37,2,2022,35,08-29-2022,27.11,27.60,86.00,88.00,3.69,11.30,53,"Rain, not freezing, continuous",4,Rain,TRUE
2022,38,2,2022,36,09-05-2022,26.63,27.30,85.86,90.00,7.76,20.90,63,"Rain, not freezing, continuous",3,Rain,TRUE
2022,39,2,2022,37,09-12-2022,27.27,28.10,82.86,88.00,4.20,25.60,3,"Rain, not freezing, continuous",2,Rain,TRUE
2022,40,3,2022,38,09-19-2022,27.39,28.10,82.86,85.00,3.30,9.50,51,"Rain, not freezing, continuous",2,Rain,TRUE
2022,41,4,2022,39,09-26-2022,27.19,27.70,84.57,87.00,3.11,7.30,51,"Rain, not freezing, continuous",3,Rain,TRUE
2022,42,0,2022,40,10-03-2022,26.94,27.70,86.57,89.00,4.51,11.10,61,"Rain, not freezing, continuous",4,Rain,TRUE
2022,43,0,2022,41,10-10-2022,27.00,27.60,86.00,88.00,5.49,12.90,61,"Rain, not freezing, continuous",3,Rain,TRUE
2022,44,0,2022,42,10-17-2022,26.90,27.40,87.00,88.00,6.54,12.20,63,"Rain, not freezing, continuous",5,Rain,TRUE
2022,45,1,2022,43,10-24-2022,26.73,28.00,86.86,89.00,14.60,28.80,63,"Rain, not freezing, continuous",4,Rain,TRUE
2022,46,0,2022,44,10-31-2022,27.27,28.30,85.57,89.00,2.04,5.00,51,"Rain, not freezing, continuous",3,Rain,TRUE
2022,47,1,2022,45,11-07-2022,26.89,27.50,86.43,88.00,6.11,13.30,51,"Rain, not freezing, continuous",2,Rain,TRUE
2022,48,0,2022,46,11-14-2022,26.69,27.80,87.86,89.00,10.10,33.50,63,"Rain, not freezing, continuous",4,Rain,TRUE
2022,49,0,2022,47,11-21-2022,26.87,27.30,85.57,88.00,7.50,24.70,51,"Rain, not freezing, continuous",2,Rain,TRUE
2022,50,1,2022,48,11-28-2022,27.04,27.50,85.43,88.00,5.40,20.80,55,"Rain, not freezing, continuous",2,Rain,TRUE
2022,51,2,2022,49,12-05-2022,27.01,27.50,82.71,87.00,2.46,9.70,53,"Rain, not freezing, continuous",4,Rain,TRUE
2022,52,0,2022,50,12-12-2022,26.97,27.50,84.14,89.00,6.63,19.40,61,"Rain, not freezing, continuous",2,Rain,TRUE
